trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
2354752,6/30/2014 20:05,6/30/2014 20:10,2404,305,227,Southport Ave & Waveland Ave,154,Southport Ave & Belmont Ave,Subscriber,Female,1991
2354751,6/30/2014 20:05,6/30/2014 20:14,893,538,26,McClurg Ct & Illinois St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1965
2354747,6/30/2014 20:03,6/30/2014 20:10,354,423,140,Dearborn Pkwy & Delaware Pl,44,State St & Randolph St,Subscriber,Male,1955
2354746,6/30/2014 20:03,6/30/2014 20:09,1268,369,164,Franklin St & Lake St,71,Morgan St & Lake St,Subscriber,Male,1980
2354745,6/30/2014 20:03,6/30/2014 20:28,2016,1526,177,Theater on the Lake,293,Broadway & Wilson Ave,Customer,,
2354744,6/30/2014 20:02,6/30/2014 20:09,288,464,43,Michigan Ave & Washington St,175,Wells St & Polk St,Subscriber,Male,1987
2354743,6/30/2014 20:01,6/30/2014 20:22,1847,1248,90,Millennium Park,198,Halsted St & Madison St,Customer,,
2354741,6/30/2014 20:00,6/30/2014 20:16,200,930,5,State St & Harrison St,66,Clinton St & Lake St,Subscriber,Female,1982
2354740,6/30/2014 20:01,6/30/2014 20:11,797,607,141,Clark St & Lincoln Ave,177,Theater on the Lake,Subscriber,Female,1990
2354737,6/30/2014 20:00,6/30/2014 20:26,2447,1519,90,Millennium Park,29,Noble St & Milwaukee Ave,Subscriber,Male,1975
2354736,6/30/2014 20:00,6/30/2014 20:28,183,1719,177,Theater on the Lake,293,Broadway & Wilson Ave,Customer,,
2354735,6/30/2014 19:59,6/30/2014 20:03,2074,216,277,Ashland Ave & Grand Ave,214,Damen Ave & Grand Ave,Subscriber,Male,1978
2354734,6/30/2014 19:59,6/30/2014 20:28,2491,1736,177,Theater on the Lake,293,Broadway & Wilson Ave,Customer,,
2354733,6/30/2014 19:59,6/30/2014 20:05,2243,340,59,Wabash Ave & Roosevelt Rd,338,Calumet Ave & 18th St,Subscriber,Male,1982
2354723,6/30/2014 19:55,6/30/2014 20:09,270,827,67,Sheffield Ave & Fullerton Ave,165,Clark St & Waveland Ave,Subscriber,Male,1982
2354722,6/30/2014 19:53,6/30/2014 20:04,279,672,135,Halsted St & 21st St,278,Wallace Ave & 35th St,Subscriber,Male,1983
2354721,6/30/2014 19:51,6/30/2014 19:57,1481,382,59,Wabash Ave & Roosevelt Rd,338,Calumet Ave & 18th St,Subscriber,Male,1992
2354718,6/30/2014 19:49,6/30/2014 20:07,363,1124,55,Halsted St & James M Rochford St,55,Halsted St & James M Rochford St,Subscriber,Male,1989
2354717,6/30/2014 19:48,6/30/2014 19:52,2349,248,72,State St & 16th St,59,Wabash Ave & Roosevelt Rd,Customer,,
2354716,6/30/2014 19:45,6/30/2014 19:51,2858,390,134,Peoria St & Jackson Blvd,346,Ada St & Washington Blvd,Subscriber,Male,1991
2354715,6/30/2014 19:45,6/30/2014 19:51,2893,411,134,Peoria St & Jackson Blvd,346,Ada St & Washington Blvd,Customer,,
2354714,6/30/2014 19:42,6/30/2014 19:55,947,765,284,Michigan Ave & Jackson Blvd,338,Calumet Ave & 18th St,Subscriber,Female,1990
2354713,6/30/2014 19:39,6/30/2014 19:50,2165,653,33,State St & Van Buren St,241,Morgan St & Polk St,Subscriber,Male,1983
2354712,6/30/2014 19:37,6/30/2014 19:59,2582,1285,97,Museum Campus,99,Lake Shore Dr & Ohio St,Customer,,
2354711,6/30/2014 19:37,6/30/2014 19:47,1521,644,13,Wilton Ave & Diversey Pkwy,303,Broadway & Cornelia Ave,Subscriber,Male,1991
2354710,6/30/2014 19:37,6/30/2014 19:40,1581,231,232,Pine Grove Ave & Waveland Ave,256,Broadway & Sheridan Rd,Subscriber,Male,1984
2354709,6/30/2014 19:36,6/30/2014 19:49,1286,768,19,Loomis St & Taylor St,55,Halsted St & James M Rochford St,Customer,,
2354707,6/30/2014 19:35,6/30/2014 19:48,2055,796,19,Loomis St & Taylor St,55,Halsted St & James M Rochford St,Subscriber,Male,1989
2354706,6/30/2014 19:34,6/30/2014 19:48,1922,853,35,Streeter Dr & Illinois St,24,Fairbanks Ct & Grand Ave,Customer,,
2354705,6/30/2014 19:33,6/30/2014 19:41,879,471,138,Clybourn Ave & Division St,85,Michigan Ave & Oak St,Customer,,
2354703,6/30/2014 19:30,6/30/2014 19:48,885,1082,35,Streeter Dr & Illinois St,24,Fairbanks Ct & Grand Ave,Customer,,
2354702,6/30/2014 19:30,6/30/2014 19:34,2238,275,282,Halsted St & Maxwell St,137,Morgan Ave & 14th Pl,Subscriber,Male,1979
2354701,6/30/2014 19:28,6/30/2014 19:33,1329,306,192,Canal St & Adams St,175,Wells St & Polk St,Subscriber,Male,1983
2354700,6/30/2014 19:25,6/30/2014 19:37,235,723,50,Clark St & Congress Pkwy,218,Wells St & 19th St,Subscriber,Female,1967
2354699,6/30/2014 19:23,6/30/2014 19:56,709,1982,35,Streeter Dr & Illinois St,49,Dearborn St & Monroe St,Customer,,
2354697,6/30/2014 19:21,6/30/2014 19:56,1689,2091,35,Streeter Dr & Illinois St,49,Dearborn St & Monroe St,Customer,,
2354696,6/30/2014 19:21,6/30/2014 19:30,2700,564,328,Ellis Ave & 58th St,247,Shore Drive & 55th St,Subscriber,Female,1987
2354695,6/30/2014 19:20,6/30/2014 19:24,1268,227,98,LaSalle St & Washington St,164,Franklin St & Lake St,Subscriber,Male,1986
2354694,6/30/2014 19:20,6/30/2014 19:30,1099,577,24,Fairbanks Ct & Grand Ave,111,Sedgwick St & Huron St,Customer,,
2354693,6/30/2014 19:20,6/30/2014 19:28,197,515,337,Clark St & Chicago Ave,301,Clark St & Schiller St,Subscriber,Male,1980
2354692,6/30/2014 19:19,6/30/2014 19:21,374,107,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Subscriber,Male,1994
2354691,6/30/2014 19:19,6/30/2014 19:28,947,537,52,Michigan Ave & Lake St,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1963
2354690,6/30/2014 19:19,6/30/2014 19:23,2824,239,49,Dearborn St & Monroe St,5,State St & Harrison St,Customer,,
2354688,6/30/2014 19:15,6/30/2014 19:19,684,268,254,Pine Grove Ave & Irving Park Rd,303,Broadway & Cornelia Ave,Subscriber,Male,1989
2354687,6/30/2014 19:18,6/30/2014 19:31,2737,798,289,Wells St & Concord Ln,74,Kingsbury St & Erie St,Subscriber,Female,1984
2354685,6/30/2014 19:17,6/30/2014 19:21,2709,237,77,Clinton St & Madison St,66,Clinton St & Lake St,Subscriber,Male,1984
2354683,6/30/2014 19:17,6/30/2014 19:31,1735,820,144,Larrabee St & Webster Ave,229,Southport Ave & Roscoe St,Subscriber,Male,1985
2354682,6/30/2014 19:17,6/30/2014 19:36,1423,1181,264,Stetson Ave & South Water St,174,Canal St & Madison St,Subscriber,Male,1971
2354681,6/30/2014 19:17,6/30/2014 19:24,501,478,289,Wells St & Concord Ln,337,Clark St & Chicago Ave,Subscriber,Male,1971
2354680,6/30/2014 19:16,6/30/2014 19:25,1282,524,100,Orleans St & Merchandise Mart Plaza,92,Carpenter St & Huron St,Subscriber,Male,1984
2354678,6/30/2014 19:16,6/30/2014 19:23,583,377,31,Franklin St & Chicago Ave,301,Clark St & Schiller St,Subscriber,Female,1984
2354677,6/30/2014 19:16,6/30/2014 19:21,2049,263,66,Clinton St & Lake St,73,Jefferson St & Monroe St,Customer,,
2354676,6/30/2014 19:16,6/30/2014 19:30,2579,808,156,Clark St & Wellington Ave,114,Sheffield Ave & Addison St,Customer,,
2354673,6/30/2014 19:16,6/30/2014 23:07,2929,13844,100,Orleans St & Merchandise Mart Plaza,199,Wabash Ave & Grand Ave,Subscriber,Male,1981
2354672,6/30/2014 19:16,6/30/2014 19:35,764,1157,247,Shore Drive & 55th St,267,Lake Park Ave & 47th St,Customer,,
2354667,6/30/2014 19:15,6/30/2014 19:21,578,348,140,Dearborn Pkwy & Delaware Pl,74,Kingsbury St & Erie St,Subscriber,Male,1990
2354666,6/30/2014 19:15,6/30/2014 19:18,189,134,268,Lake Shore Dr & North Blvd,126,Clark St & North Ave,Customer,,
2354665,6/30/2014 19:15,6/30/2014 19:21,1851,335,284,Michigan Ave & Jackson Blvd,255,Indiana Ave & Roosevelt Rd,Subscriber,Female,1969
2354661,6/30/2014 19:15,6/30/2014 19:18,1360,163,130,Damen Ave & Division St,210,Ashland Ave & Division St,Subscriber,Female,1986
2354660,6/30/2014 19:15,6/30/2014 19:18,2557,168,130,Damen Ave & Division St,210,Ashland Ave & Division St,Subscriber,Male,1985
2354659,6/30/2014 19:15,6/30/2014 19:19,1368,247,30,Ashland Ave & Augusta Blvd,350,Ashland Ave & Chicago Ave,Subscriber,Female,1979
2354657,6/30/2014 19:15,6/30/2014 19:21,2687,362,115,Sheffield Ave & Wellington Ave,296,Broadway & Belmont Ave,Subscriber,Male,1988
2354654,6/30/2014 19:14,6/30/2014 19:30,136,934,131,Lincoln Ave & Belmont Ave,254,Pine Grove Ave & Irving Park Rd,Customer,,
2354653,6/30/2014 19:14,6/30/2014 19:36,2582,1328,97,Museum Campus,97,Museum Campus,Customer,,
2354652,6/30/2014 19:14,7/1/2014 8:39,1477,48267,57,Clinton St & Roosevelt Rd,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1962
2354650,6/30/2014 19:14,6/30/2014 19:21,3003,400,283,LaSalle St & Jackson Blvd,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1980
2354648,6/30/2014 19:14,6/30/2014 19:17,2709,195,198,Halsted St & Madison St,77,Clinton St & Madison St,Subscriber,Male,1979
2354647,6/30/2014 19:13,6/30/2014 19:20,2558,399,340,Clark St & Wrightwood Ave,340,Clark St & Wrightwood Ave,Subscriber,Male,1989
2354646,6/30/2014 19:13,6/30/2014 19:21,2815,440,93,Sheffield Ave & Willow St,343,Racine Ave & Wrightwood Ave,Subscriber,Male,1983
2354644,6/30/2014 19:13,6/30/2014 19:31,957,1087,127,Lincoln Ave & Fullerton Ave,298,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1987
2354643,6/30/2014 19:13,6/30/2014 19:22,340,547,177,Theater on the Lake,291,Wells St & Evergreen Ave,Subscriber,Male,1980
2354642,6/30/2014 19:13,6/30/2014 19:18,623,302,50,Clark St & Congress Pkwy,174,Canal St & Madison St,Subscriber,Male,1970
2354641,6/30/2014 19:12,6/30/2014 19:59,2486,2805,112,Green St & Randolph St,20,Sheffield Ave & Kingsbury St,Subscriber,Female,1985
2354640,6/30/2014 19:12,6/30/2014 19:18,2173,346,301,Clark St & Schiller St,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1987
2354639,6/30/2014 19:12,6/30/2014 19:20,2424,444,237,Martin Luther King Dr & 29th St,263,Rhodes Ave & 32nd St,Customer,,
2354638,6/30/2014 19:12,6/30/2014 19:26,2603,861,93,Sheffield Ave & Willow St,114,Sheffield Ave & Addison St,Subscriber,Male,1994
2354637,6/30/2014 19:11,6/30/2014 19:33,1387,1313,90,Millennium Park,150,Fort Dearborn Dr & 31st St,Customer,,
2354635,6/30/2014 19:12,6/30/2014 19:21,2182,529,177,Theater on the Lake,268,Lake Shore Dr & North Blvd,Customer,,
2354634,6/30/2014 19:12,6/30/2014 19:32,2970,1252,176,Clark St & Elm St,25,Michigan Ave & Pearson St,Subscriber,Male,1982
2354633,6/30/2014 19:11,6/30/2014 19:17,1314,334,98,LaSalle St & Washington St,52,Michigan Ave & Lake St,Subscriber,Male,1969
2354632,6/30/2014 19:11,6/30/2014 19:15,1371,216,137,Morgan Ave & 14th Pl,282,Halsted St & Maxwell St,Subscriber,Female,1984
2354631,6/30/2014 19:11,6/30/2014 19:15,2238,223,137,Morgan Ave & 14th Pl,282,Halsted St & Maxwell St,Subscriber,Male,1979
2354630,6/30/2014 19:11,6/30/2014 19:20,2293,506,196,Cityfront Plaza & N Water St,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1980
2354629,6/30/2014 19:11,6/30/2014 19:20,108,567,154,Southport Ave & Belmont Ave,299,Halsted St & Roscoe St,Subscriber,Female,1980
2354627,6/30/2014 19:07,6/30/2014 19:17,2149,578,47,State St & Kinzie St,36,Franklin St & Jackson Blvd,Subscriber,Male,1991
2354626,6/30/2014 19:06,6/30/2014 19:20,2957,860,47,State St & Kinzie St,30,Ashland Ave & Augusta Blvd,Subscriber,Male,1983
2354625,6/30/2014 19:07,6/30/2014 19:59,2074,3093,43,Michigan Ave & Washington St,277,Ashland Ave & Grand Ave,Subscriber,Male,1978
2354624,6/30/2014 19:10,6/30/2014 19:16,543,398,72,State St & 16th St,59,Wabash Ave & Roosevelt Rd,Subscriber,Female,1964
2354623,6/30/2014 19:10,6/30/2014 19:14,1783,261,57,Clinton St & Roosevelt Rd,68,Clinton St & Tilden St,Subscriber,Male,1972
2354622,6/30/2014 19:10,6/30/2014 19:37,881,1627,81,Daley Center Plaza,26,McClurg Ct & Illinois St,Customer,,
2354621,6/30/2014 19:10,6/30/2014 19:18,2487,512,53,Wells St & Erie St,233,Sangamon St & Washington Blvd,Subscriber,Male,1974
2354620,6/30/2014 19:10,6/30/2014 19:36,242,1544,81,Daley Center Plaza,26,McClurg Ct & Illinois St,Customer,,
2354619,6/30/2014 19:10,6/30/2014 19:19,2758,552,223,Clifton Ave & Armitage Ave,340,Clark St & Wrightwood Ave,Subscriber,Male,1989
2354618,6/30/2014 19:10,6/30/2014 19:18,2935,501,296,Broadway & Belmont Ave,304,Halsted St & Waveland Ave,Customer,,
2354616,6/30/2014 19:09,6/30/2014 19:17,2670,431,117,Wilton Ave & Belmont Ave,232,Pine Grove Ave & Waveland Ave,Subscriber,Female,1986
2354615,6/30/2014 19:09,6/30/2014 19:18,1604,529,296,Broadway & Belmont Ave,304,Halsted St & Waveland Ave,Customer,,
2354614,6/30/2014 19:09,6/30/2014 19:13,1916,282,57,Clinton St & Roosevelt Rd,55,Halsted St & James M Rochford St,Subscriber,Male,1993
2354612,6/30/2014 19:09,6/30/2014 19:18,1544,565,48,Larrabee St & Kingsbury St,47,State St & Kinzie St,Subscriber,Male,1986
2354611,6/30/2014 19:09,6/30/2014 19:12,2632,211,50,Clark St & Congress Pkwy,68,Clinton St & Tilden St,Subscriber,Male,1975
2354610,6/30/2014 19:09,6/30/2014 19:15,1132,376,317,Wood St & Taylor St,205,Paulina St & 18th St,Subscriber,Female,1980
2354609,6/30/2014 19:09,6/30/2014 19:20,2285,667,224,Halsted St & Willow St,219,Damen Ave & Cortland St,Subscriber,Male,1984
2354608,6/30/2014 19:09,6/30/2014 19:24,2636,951,111,Sedgwick St & Huron St,50,Clark St & Congress Pkwy,Subscriber,Female,1967
2354605,6/30/2014 19:08,6/30/2014 19:15,2020,421,211,St Clair St & Erie St,31,Franklin St & Chicago Ave,Subscriber,Male,1977
2354604,6/30/2014 19:08,6/30/2014 19:14,189,342,268,Lake Shore Dr & North Blvd,268,Lake Shore Dr & North Blvd,Customer,,
2354603,6/30/2014 19:08,6/30/2014 19:19,337,635,77,Clinton St & Madison St,84,Green St & Milwaukee Ave,Customer,,
2354601,6/30/2014 19:08,6/30/2014 19:27,1329,1104,175,Wells St & Polk St,192,Canal St & Adams St,Subscriber,Male,1983
2354600,6/30/2014 19:08,6/30/2014 19:29,2198,1260,141,Clark St & Lincoln Ave,211,St Clair St & Erie St,Customer,,
2354599,6/30/2014 19:08,6/30/2014 19:14,1546,333,300,Broadway & Barry Ave,117,Wilton Ave & Belmont Ave,Subscriber,Female,1987
2354598,6/30/2014 19:08,6/30/2014 19:29,1774,1256,141,Clark St & Lincoln Ave,211,St Clair St & Erie St,Customer,,
2354597,6/30/2014 19:08,6/30/2014 19:19,1142,664,77,Clinton St & Madison St,84,Green St & Milwaukee Ave,Subscriber,Female,1979
2354596,6/30/2014 19:08,6/30/2014 19:17,2715,557,175,Wells St & Polk St,19,Loomis St & Taylor St,Subscriber,Male,1992
2354595,6/30/2014 19:08,6/30/2014 19:17,1475,570,313,Lakeview Ave & Fullerton Pkwy,289,Wells St & Concord Ln,Subscriber,Female,1990
2354594,6/30/2014 19:08,6/30/2014 19:14,2824,410,5,State St & Harrison St,49,Dearborn St & Monroe St,Subscriber,Female,1988
2354593,6/30/2014 19:07,6/30/2014 19:17,1681,576,168,Michigan Ave & 14th St,37,Dearborn St & Adams St,Subscriber,Female,1977
2354591,6/30/2014 19:07,6/30/2014 19:22,1097,865,62,McCormick Place,237,Martin Luther King Dr & 29th St,Customer,,
2354590,6/30/2014 19:07,6/30/2014 19:22,553,878,62,McCormick Place,237,Martin Luther King Dr & 29th St,Customer,,
2354589,6/30/2014 19:07,6/30/2014 19:18,2877,660,51,Clark St & Randolph St,176,Clark St & Elm St,Subscriber,Male,1968
2354588,6/30/2014 19:07,6/30/2014 19:22,1901,906,178,State St & 19th St,339,Emerald Ave & 31st St,Customer,,
2354586,6/30/2014 19:02,6/30/2014 19:26,382,1434,110,State St & Erie St,16,Wood St & North Ave,Subscriber,Male,1979
2354585,6/30/2014 19:07,6/30/2014 19:13,474,388,143,Sedgwick St & Webster Ave,300,Broadway & Barry Ave,Subscriber,Male,1986
2354584,6/30/2014 19:07,6/30/2014 19:16,2859,567,195,Columbus Dr & Randolph St,195,Columbus Dr & Randolph St,Subscriber,Male,1976
2354583,6/30/2014 19:06,6/30/2014 19:21,1287,865,31,Franklin St & Chicago Ave,85,Michigan Ave & Oak St,Subscriber,Male,1984
2354582,6/30/2014 19:06,6/30/2014 19:11,2467,259,141,Clark St & Lincoln Ave,94,Clark St & Armitage Ave,Subscriber,Male,1968
2354580,6/30/2014 19:02,6/30/2014 19:10,2376,440,153,Southport Ave & Wellington Ave,114,Sheffield Ave & Addison St,Subscriber,Male,1970
2354579,6/30/2014 19:06,6/30/2014 19:13,3003,372,100,Orleans St & Merchandise Mart Plaza,283,LaSalle St & Jackson Blvd,Subscriber,Female,1988
2354578,6/30/2014 19:06,6/30/2014 19:17,769,630,325,Clark St & Winnemac Ave,306,Sheridan Rd & Buena Ave,Subscriber,Female,1991
2354577,6/30/2014 19:06,6/30/2014 19:12,1196,328,74,Kingsbury St & Erie St,91,Clinton St & Washington Blvd,Subscriber,Male,1969
2354575,6/30/2014 19:06,6/30/2014 19:10,2865,229,143,Sedgwick St & Webster Ave,141,Clark St & Lincoln Ave,Subscriber,Male,1983
2354574,6/30/2014 19:04,6/30/2014 19:09,1539,257,94,Clark St & Armitage Ave,225,Halsted St & Dickens Ave,Subscriber,Male,1969
2354573,6/30/2014 19:01,6/30/2014 19:07,891,363,94,Clark St & Armitage Ave,288,Larrabee St & Armitage Ave,Subscriber,Male,1960
2354572,6/30/2014 19:05,6/30/2014 19:22,2119,1035,57,Clinton St & Roosevelt Rd,206,Halsted St & Archer Ave,Customer,,
2354571,6/30/2014 18:53,6/30/2014 19:13,822,1203,29,Noble St & Milwaukee Ave,290,Kedzie Ave & Palmer Ct,Subscriber,Female,1980
2354568,6/30/2014 19:05,6/30/2014 19:50,2352,2683,113,Bissell St & Armitage Ave,144,Larrabee St & Webster Ave,Customer,,
2354567,6/30/2014 19:05,6/30/2014 19:55,270,3014,177,Theater on the Lake,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1982
2354566,6/30/2014 19:05,6/30/2014 19:12,2341,440,113,Bissell St & Armitage Ave,94,Clark St & Armitage Ave,Subscriber,Male,1972
2354565,6/30/2014 19:05,6/30/2014 19:08,2474,220,324,Stockton Dr & Wrightwood Ave,313,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1986
2354564,6/30/2014 19:05,6/30/2014 19:07,573,150,210,Ashland Ave & Division St,130,Damen Ave & Division St,Subscriber,Male,1977
2354563,6/30/2014 19:05,6/30/2014 19:21,2887,966,60,Dayton St & North Ave,300,Broadway & Barry Ave,Subscriber,Female,1985
2354562,6/30/2014 19:05,6/30/2014 19:18,361,776,338,Calumet Ave & 18th St,36,Franklin St & Jackson Blvd,Customer,,
2354556,6/30/2014 19:03,6/30/2014 19:09,2635,364,220,Hampden Ct & Diversey Pkwy,303,Broadway & Cornelia Ave,Subscriber,Male,1988
2354555,6/30/2014 19:03,6/30/2014 19:18,2363,896,280,Morgan St & 31st St,15,Racine Ave & 18th St,Subscriber,Female,1978
2354553,6/30/2014 19:03,6/30/2014 19:14,1016,673,250,Ashland Ave & Wellington Ave,162,Damen Ave & Wellington Ave,Customer,,
2354552,6/30/2014 19:03,6/30/2014 19:30,1480,1632,156,Clark St & Wellington Ave,219,Damen Ave & Cortland St,Subscriber,Male,1989
2354551,6/30/2014 19:03,6/30/2014 19:12,1464,552,258,Logan Blvd & Elston Ave,259,California Ave & Francis Pl,Subscriber,Male,1987
2354550,6/30/2014 19:03,6/30/2014 19:17,466,873,35,Streeter Dr & Illinois St,52,Michigan Ave & Lake St,Customer,,
2354549,6/30/2014 19:03,6/30/2014 19:09,2923,399,114,Sheffield Ave & Addison St,347,Ashland Ave & Grace St,Subscriber,Male,1976
2354548,6/30/2014 19:03,6/30/2014 19:09,1540,402,45,Michigan Ave & Congress Pkwy,168,Michigan Ave & 14th St,Subscriber,Male,1983
2354546,6/30/2014 19:02,6/30/2014 19:19,819,970,43,Michigan Ave & Washington St,199,Wabash Ave & Grand Ave,Subscriber,Male,1983
2354545,6/30/2014 19:02,6/30/2014 19:05,1995,130,68,Clinton St & Tilden St,73,Jefferson St & Monroe St,Subscriber,Male,1987
2354544,6/30/2014 19:02,6/30/2014 19:09,140,403,344,Wolcott Ave & Lawrence Ave,234,Clark St & Montrose Ave,Subscriber,Male,1984
